id,job_name,work_demand,company_locale,company_name,guimo,job_salary,job_salary_fif,demand
785,Hadoop开发工程师,"数据库开发,数据架构,Python,Java,Hadoop",北京,新经典,300-499人,16,FALSE,本科
786,Hadoop开发工程师,"ETL,数据仓库,SQL,Hadoop,数据库",北京,华润医药商业,1000-9999人,32.5,FALSE,本科
787,Hadoop开发工程师,"Java,大数据开发",北京,四方启点,100-299人,22.5,FALSE,本科
788,Hadoop开发工程师,"Hadoop,Hive,Scala,Storm,Kafka",北京,广州欢网科技有限责任公司北京分公司,300-499人,20,FALSE,本科
789,Hadoop开发工程师,大数据分析,北京,世纪互联,1000-9999人,25,FALSE,本科
790,Hadoop开发工程师,"数据仓库,ETL,Hadoop,数据库,Oracle",北京,北京悦途出行网络科技有限公司,500-999人,35,FALSE,本科
791,Hadoop开发工程师,"数据仓库,ETL,Hadoop",北京,北京弘毅知行科技有限公司,100-299人,12.5,TRUE,本科
792,Hadoop开发工程师,"数据仓库,BI,数据挖掘,大数据开发",北京,北京雅邦网络技术发展有限公司,100-299人,15,TRUE,本科
793,Hadoop开发工程师,"大数据开发,大数据平台,数据仓库,Spark,Hadoop",北京,深圳索信达数据技术有限公司,500-999人,24,FALSE,本科
794,Hadoop开发工程师,大数据开发,北京,中电太极,1000-9999人,37.5,FALSE,硕士
795,前端开发,"Hadoop,数据架构",北京,深圳市赢时胜信息技术股份有限公司北京分公司,1000-9999人,30,FALSE,本科
796,数据分析师,"BI,Hadoop,GP,Spark,Kafka",北京,陕西万德信息科技股份有限公司,500-999人,12.5,TRUE,本科
797,Hadoop开发工程师,"大数据开发,数据治理,数据处理,Java,HDFS",北京,北京同享易成科技有限公司,100-299人,13.5,TRUE,本科
798,Hadoop开发工程师,"Hadoop,Hive,Spark,Hbase,Java",北京,神州信息,10000人以上,12.5,TRUE,大专
799,Hadoop开发工程师,"Hadoop,Hive,Spark,SQL",北京,北京爱狄特信息科技有限公司,20-99人,20,FALSE,本科
800,Hadoop开发工程师,"大数据平台,Hadoop,数仓建模,Hive,Flink",北京,博彦科技(深圳)有限公司,500-999人,17.5,FALSE,大专
801,Hadoop开发工程师,"数据仓库,数据处理,数据架构",北京,华信计算机技术,1000-9999人,17.5,FALSE,本科
802,Hadoop开发工程师,"数据建模,大数据开发",北京,北京麦迪卫康,100-299人,25,FALSE,本科
803,Hadoop开发工程师,"MongoDB,大数据建模,信息安全,数据分析,数据处理",北京,厦门市美亚柏科信息股份有限公司北京分公司,1000-9999人,40,FALSE,本科
804,Hadoop开发工程师,"Hadoop,Python,C/C++,Java",北京,Wisers Information Limited,1000-9999人,18,FALSE,本科
805,Hadoop开发工程师,"Hadoop,SQL,Python,Java,数据挖掘",北京,蓝谷智慧(北京)能源科技有限公司,100-299人,17.5,FALSE,硕士
806,Hadoop开发工程师,"Spark,Hive,Scala",北京,彩讯科技,1000-9999人,17.5,FALSE,本科
807,Hadoop开发工程师,"Git,JAVA/PYTHON,HDFS,SPARK、HBASE,Hadoop",北京,欣旺达电子,1000-9999人,17.5,FALSE,本科
808,Hadoop开发工程师,"ETL,数据仓库,SQL,Hadoop",北京,北京东方金信科技股份有限公司,500-999人,17.5,FALSE,本科
809,DBA,"SQL,数据库,Oracle,数据库开发",北京,北京汉克时代科技有限公司,1000-9999人,16,FALSE,大专
810,其他职业,"Phalcon,MySQL,C/C++,模式识别,解决方案",北京,万库标杆科技有限公司,100-299人,37.5,FALSE,本科
811,Hadoop开发工程师,数据处理,北京,金恪集团,1000-9999人,20.5,FALSE,本科
812,其他职业,"SQL,Hadoop,数据仓库,数据建模,Hive",北京,北京和鸿盈科技术有限公司,1000-9999人,16.5,FALSE,本科
813,Hadoop开发工程师,"Hadoop,Java",北京,北京务新科技有限公司,20-99人,18,FALSE,本科
814,Hadoop开发工程师,"数据仓库,SQL,Hadoop,BI,Java",北京,软通动力信息技术(集团)股份有限公司,10000人以上,17.5,FALSE,本科
815,Hadoop开发工程师,"Hadoop,Spark,数据仓库,大数据开发",北京,西普阳光教育科技股份有限公司,100-299人,8,TRUE,大专
816,DBA,"数据库,MySQL,HDFS,Hive",北京,中能电力科技开发有限公司,100-299人,20,FALSE,本科
817,Hadoop开发工程师,"Scala,Java,Spark,Flume,Hbase",北京,中科汇联,300-499人,20,FALSE,本科
818,Hadoop开发工程师,"ETL,Hadoop,大数据开发,MapReduce,Spark",北京,软通动力信息技术(集团)股份有限公司,10000人以上,17.5,FALSE,本科
819,Hadoop开发工程师,"数据处理,数据仓库,数据挖掘,数据分析",北京,中国恩菲工程技术有限公司,1000-9999人,20,FALSE,本科
820,Hadoop开发工程师,"数据库,数据湖,深度学习,人工智能,SQL",北京,我爱我家,10000人以上,25,FALSE,本科
821,数据分析师,"数据分析,数据仓库,Hadoop,Spark",北京,公安部道路交通安全研究中心,100-299人,22.5,FALSE,本科
822,Hadoop开发工程师,"大数据开发,数据处理,Flume,数据清洗,Kafka",北京,深圳八爪网络科技有限公司,500-999人,17.5,FALSE,本科
823,Hadoop开发工程师,"Hadoop,Spark,大数据平台,ElasticSearch,HDFS",北京,中科天玑数据科技股份有限公司,300-499人,20,FALSE,本科
824,Hadoop开发工程师,"Oracle,Hadoop,数据库开发,数据仓库,Hive",北京,浪潮集团,10000人以上,12.5,TRUE,大专
825,Hadoop开发工程师,"分布式计算,Hadoop,大数据开发",北京,中能瑞通(北京)科技有限公司,100-299人,20,FALSE,本科
826,Hadoop开发工程师,"数据仓库,ETL,BI,Spark,Hadoop",北京,软件园公司,100-299人,25,FALSE,本科
827,数据分析师,大数据开发,北京,北京神州汽车租赁有限公司,10000人以上,31,FALSE,本科
828,Hadoop开发工程师,"咨询公司,数据仓库,数仓建模,大数据,Hive",北京,软通动力信息技术(集团)股份有限公司,10000人以上,35,FALSE,本科
829,Hadoop开发工程师,"Hadoop,Spark,Hive",北京,中福彩科技发展(北京)有限公司,20-99人,17.5,FALSE,本科
830,Hadoop开发工程师,"Hadoop,大数据平台,数据仓库,大数据开发,Python",北京,北京北大软件工程股份有限公司,500-999人,20,FALSE,本科
831,Hadoop开发工程师,大数据开发,北京,中国外运股份有限公司,1000-9999人,30,FALSE,本科
832,Hadoop开发工程师,"Spark,Kafka,Hive,Hadoop,大数据平台",北京,亚信科技(中国)有限公司,10000人以上,15,TRUE,本科
833,Hadoop开发工程师,数据建模,北京,外企德科,1000-9999人,12.5,TRUE,本科
834,Hadoop开发工程师,"HDFS,Yarn,Spark,Hbase,Hadoop",北京,中国电信集团系统集成有限责任公司,10000人以上,20,FALSE,本科
835,Hadoop开发工程师,"数据仓库,ETL,Hadoop,数据处理,数据库开发",北京,北明软件有限公司北京分公司,500-999人,16,FALSE,本科
836,Hadoop开发工程师,"ETL,数据仓库",北京,中关村科金,10000人以上,17.5,FALSE,本科
837,Hadoop开发工程师,"ETL,Hadoop,数据库开发,MySQL,Hive",北京,中信网络科技股份有限公司,500-999人,16.5,FALSE,本科
838,数据分析师,"数据仓库,数据库,数据库开发,数据建模,Python",北京,北京五八信息技术有限公司,10000人以上,26.5,FALSE,本科
839,Hadoop开发工程师,"数据仓库,数据处理,数据架构",北京,华信计算机技术,1000-9999人,17.5,FALSE,本科
840,DBA,"数据库,数据库开发",北京,天安人寿,1000-9999人,19,FALSE,本科
841,Hadoop开发工程师,"ETL,Hadoop,Python,Azkaban,Shell",北京,北京汉克时代科技有限公司,1000-9999人,25,FALSE,本科
842,Hadoop开发工程师,"Sqoop,Spark",北京,软通动力信息技术(集团)股份有限公司,10000人以上,17,FALSE,本科
843,Hadoop开发工程师,Python,北京,盛唐科技(北京)有限公司,100-299人,8,TRUE,大专
844,Hadoop开发工程师,Hadoop,北京,太极计算机股份有限公司,1000-9999人,16.5,FALSE,本科
845,数据分析师,"Hadoop,PostgreSQL",北京,常州威沃数据科技有限公司北京分公司,100-299人,20,FALSE,本科
846,Hadoop开发工程师,"Java,Scala,Spark,Hadoop,大数据开发",北京,深演智能,100-299人,22.5,FALSE,本科
847,数据分析师,"数据仓库,Hadoop,数据挖掘,模型设计,数据清洗",北京,软通动力信息技术(集团)股份有限公司,10000人以上,12.5,TRUE,本科
848,数据分析师,"Java,SPARK/STORM",北京,轻松集团,1000-9999人,30,FALSE,本科
849,Hadoop开发工程师,"Java,Hadoop,Hive,Kafka,Flink",北京,辽宁瑞华实业集团高新科技有限公司北京分公司,100-299人,20,FALSE,本科
850,Hadoop开发工程师,数据架构,北京,北京易华录信息技术股份有限公司,1000-9999人,25,FALSE,本科
851,Hadoop开发工程师,"ETL,数据仓库,数据库,数据处理,Kettle",北京,南京橡东信息科技有限公司,100-299人,14,TRUE,本科
852,Hadoop开发工程师,"ETL,数据仓库,数据库,Python,MySQL",北京,中关村科金,10000人以上,17.5,FALSE,本科
853,Hadoop开发工程师,"Hadoop,模型设计,数据建模,数据挖掘,数据处理",北京,亚信科技(中国)有限公司,10000人以上,25,FALSE,本科
854,Hadoop开发工程师,"ETL,Java,Kafka",北京,辽宁瑞华实业集团高新科技有限公司北京分公司,100-299人,20,FALSE,本科
855,数据分析师,"数据库,Java,Python,C++,Kafka",北京,深圳市拓保软件有限公司,1000-9999人,10,TRUE,本科
856,数据分析师,"C\C++、PYTHON,JAVA、JS、PHP,应用算法开发,机器学习/AI,分布式数据存储",北京,软通动力信息技术(集团)股份有限公司,10000人以上,12,TRUE,本科
857,Hadoop开发工程师,"数据分析,网络安全",北京,长安通信科技有限责任公司,500-999人,22.5,FALSE,本科
858,Hadoop开发工程师,SQLServer,北京,联龙博通,1000-9999人,17.5,FALSE,本科
859,Hadoop开发工程师,"Java,Hadoop,数据库,Hive,Spark",北京,辽宁瑞华实业集团高新科技有限公司北京分公司,100-299人,20,FALSE,本科
860,DBA,,北京,北京神州新桥科技有限公司,1000-9999人,12.5,TRUE,本科
861,Hadoop开发工程师,"Java,Hive,Hadoop,Kafka,Hbase",北京,东软集团股份有限公司,500-999人,22.5,FALSE,本科
862,Hadoop开发工程师,"Hadoop,Perl,Python,Java,Hive",北京,首都信息发展股份有限公司,1000-9999人,25,FALSE,硕士
863,Hadoop开发工程师,"Hadoop,阿里云大数据平台,Scala,Flume,Druid",北京,北京鑫富通科技有限公司,20-99人,22.5,FALSE,本科
864,Hadoop开发工程师,"Hadoop,Hive,Spark,Kettle,Kafka",北京,深圳市讯方技术股份有限公司,1000-9999人,15,TRUE,大专
865,Hadoop开发工程师,"大数据,Paas",北京,湖南拓维云创科技有限责任公司,1000-9999人,35,FALSE,本科
866,Hadoop开发工程师,"ETL,数据仓库,SQL,数据库,Oracle",北京,中电金信软件有限公司,10000人以上,15,TRUE,本科
867,数据分析师,"Hive,Oracle,HDFS,Java",北京,迅联电通(大连)大数据信息技术有限公司,100-299人,22.5,FALSE,大专
868,Hadoop开发工程师,"数据库开发,数据挖掘,数据处理,数据分析,大数据开发",北京,中国软件,10000人以上,15,TRUE,本科
869,数据分析师,"Hadoop,Linux,Python",北京,华科信息,100-299人,12.5,TRUE,本科
870,Hadoop开发工程师,MySQL,北京,中国科学院信息工程研究所,1000-9999人,12,TRUE,本科
871,Hadoop开发工程师,"数据治理,大数据开发,Hadoop",北京,昆山华信,500-999人,24,FALSE,本科
872,Hadoop开发工程师,"数据分析,大数据开发,数据集市",北京,北京汉克时代科技有限公司,1000-9999人,9.5,TRUE,本科
873,Hadoop开发工程师,"Spark,Hbase,Python,MySQL,架构设计",北京,百度,10000人以上,40,FALSE,本科
874,Hadoop开发工程师,数据库架构,北京,轩宇空间,300-499人,27.5,FALSE,本科
875,数据分析师,"数据处理,数据迁移,数据架构,BI",北京,吉林师培教育科技有限公司,300-499人,27.5,FALSE,本科
876,Hadoop开发工程师,"大数据开发,数据仓库,Java,Scala",北京,小牛电动,100-299人,25,FALSE,本科
877,DBA,,北京,北京神州新桥科技有限公司,1000-9999人,13,TRUE,本科
878,Hadoop开发工程师,"数据库开发,数据库,数据架构",北京,北京中经网软件开发有限公司,20-99人,26.5,FALSE,本科
879,Hadoop开发工程师,"Hadoop,数据库,Oracle",北京,顶点软件,1000-9999人,13,TRUE,本科
880,Hadoop开发工程师,"ETL,数据仓库,SQL,Hadoop,Hbase",北京,亿达信息,1000-9999人,12.5,TRUE,大专
881,Hadoop开发工程师,数据开发,北京,公安部第一研究所,1000-9999人,17.5,FALSE,硕士
882,DBA,"数据库,数据库开发,模型设计,数据仓库,MySQL",北京,中科创达软件股份有限公司,1000-9999人,14,TRUE,本科
883,Hadoop开发工程师,"大数据,Java,Flink,Kafka,Scala",北京,SENSORO,100-299人,30,FALSE,本科
884,数据分析师,"数据仓库,SQL,Hadoop,数据库,数据库开发",北京,北京悦途出行网络科技有限公司,500-999人,40,FALSE,本科
885,Hadoop开发工程师,"ETL,Hadoop,Oracle,Hive,数据处理",北京,大连铭睿信息技术有限公司,20-99人,25,FALSE,大专
886,数据分析师,"数据仓库,大数据分析",北京,深圳市拓保软件有限公司,1000-9999人,12.5,TRUE,本科
887,Hadoop开发工程师,"Flink,Hadoop,Hbase,Kafka,Java",北京,北京六合新创科技有限公司,20-99人,16,FALSE,本科
888,Hadoop开发工程师,"大数据开发,Hadoop,Hbase,Spark,Struts",北京,北京国保晟达科技有限公司,20人以下,10.5,TRUE,本科
889,Hadoop开发工程师,"Hadoop,Spark,Hbase,MySQL,数据库开发",北京,北京高阳金信信息技术有限公司,100-299人,14.5,TRUE,本科
890,Hadoop开发工程师,"数据库开发,数据建模,大数据分析,数据处理,Hadoop",北京,神州信息,10000人以上,12.5,TRUE,大专
891,Hadoop开发工程师,"管理,数据库开发,数据仓库,数据库,大数据开发",北京,北京市地铁运营有限公司技术创新研究院分公司,100-299人,22.5,FALSE,硕士
892,Hadoop开发工程师,"Hbase,Hadoop,Hive,Spark,Kafka",北京,福田汽车,10000人以上,37.5,FALSE,本科
893,Hadoop开发工程师,"数据架构,Linux",北京,交控科技,100-299人,15,TRUE,本科
894,Hadoop开发工程师,"大数据开发,Python",北京,北京舜合通达数字网络科技有限公司,100-299人,16,FALSE,大专
895,Hadoop开发工程师,"Hadoop,MySQL,Spark,数据库开发,Storm",北京,海兰信集团,500-999人,15,TRUE,硕士
896,Hadoop开发工程师,"大数据开发,Hadoop,Spark,ETL,MapReduce",北京,北京卓越联腾科技有限公司,20-99人,27.5,FALSE,本科
897,Hadoop开发工程师,"大数据开发,Java,MySQL,数据库,Spark",北京,北京中科神探科技有限公司,20-99人,25,FALSE,本科
898,Hadoop开发工程师,"Java,Spark,Hive,Hbase,Hadoop",北京,北京计算机技术及应用研究所,1000-9999人,22.5,FALSE,硕士
899,数据分析师,TROUBLE-SHOOTING,北京,四川长虹佳华信息产品有限责任公司,1000-9999人,25,FALSE,大专
900,数据分析师,"数据库开发,C++,Python,MySQL,SQL Server",北京,合肥观维科技有限公司,20-99人,25,FALSE,本科
901,Hadoop开发工程师,"大数据开发,Linux,Java,Python",北京,珠海市新德汇信息技术有限公司,500-999人,18,FALSE,本科
902,Hadoop开发工程师,"Tableau,Flink,ETL,架构设计,Hadoop",北京,科锐尔人力资源服务(苏州)有限公司,1000-9999人,15.5,FALSE,大专
903,Hadoop开发工程师,"数据库,数据库开发",北京,中金支付,300-499人,15,TRUE,本科
904,Hadoop开发工程师,"数据仓库,Hadoop,数据库",北京,中科软科技股份有限公司,1000-9999人,12.5,TRUE,本科
905,Hadoop开发工程师,"SQL,Python,Perl,Scala,Java",北京,上海睿映企业管理咨询有限公司,20-99人,25,FALSE,本科
906,Hadoop开发工程师,"Hadoop,Spark,Hive,Oracle,数据库",北京,先进数通,1000-9999人,15.5,FALSE,大专
907,Hadoop开发工程师,"大数据开发,运维,Hadoop,数据仓库",北京,彩讯科技,1000-9999人,12,TRUE,本科
908,Hadoop开发工程师,Hive,北京,上海睿民,500-999人,12.5,TRUE,本科
909,Hadoop开发工程师,"数据采集,数据处理,数据仓库,ETL,Hadoop",北京,北京易米智控科技有限公司,100-299人,30,FALSE,本科
910,Hadoop开发工程师,"大数据开发,Hadoop,Spark",北京,紫光云数,1000-9999人,12.5,TRUE,本科
911,Hadoop开发工程师,"数据仓库,数据库,数据库开发,数据挖掘,数据处理",北京,北京资采信息技术有限公司,100-299人,12.5,TRUE,本科
912,Hadoop开发工程师,"数据分析,网络安全,数据处理",北京,长安通信科技有限责任公司,500-999人,17.5,FALSE,本科
913,数据分析师,"数据库开发,SQLServer,SQL Server,SQL,数据库",北京,合肥观维科技有限公司,20-99人,25,FALSE,本科
914,Hadoop开发工程师,"大数据开发,Hadoop,Hive,Storm,MySQL",北京,北京名门万象信息科技有限公司,20-99人,15,TRUE,本科
915,Hadoop开发工程师,"ETL,数据仓库,SQL,数据库,数据挖掘",北京,北京中瑞岳华科技服务有限公司,1000-9999人,60,FALSE,本科
916,Hadoop开发工程师,"Tableau,数据库开发,数据建模,数据处理",北京,圆心科技,500-999人,25,FALSE,大专
917,Hadoop开发工程师,"Hadoop,Scala,Python,Kafka,Spark",北京,卡车之家,100-299人,15.5,FALSE,本科
918,Hadoop开发工程师,"Hadoop,Python,Linux,大数据开发,Spark",北京,中国科学院动物研究所,100-299人,11.25,TRUE,本科
919,Hadoop开发工程师,"Java,Linux",北京,润宇科技有限公司,20-99人,16,FALSE,本科
920,Hadoop开发工程师,"数据库开发,Hive,Hadoop,Spark",北京,广州人瑞人力资源服务有限公司佛山分公司,500-999人,25,FALSE,大专
921,Hadoop开发工程师,"Flink,Spark,CORE,Hive,Hadoop",北京,北京百米互联科技有限公司,100-299人,25,FALSE,本科
922,Hadoop开发工程师,"数据分析,数据处理",北京,中通国脉通信股份有限公司北京分公司,100-299人,18.5,FALSE,本科
923,Hadoop开发工程师,"数据挖掘,架构设计,数据清洗,大数据开发,数据分析",北京,北京云海大业电力高科技有限公司,100-299人,24,FALSE,本科
924,数据分析师,"SQL,数据库开发,Hbase,MySQL",北京,华鸿汇德(北京)信息技术有限公司,20-99人,15,TRUE,本科
925,Hadoop开发工程师,,北京,华录智达科技股份有限公司,100-299人,25,FALSE,本科
926,数据分析师,大数据开发,北京,北京神州汽车租赁有限公司,10000人以上,60,FALSE,本科
927,Hadoop开发工程师,"大数据分析,大数据开发,数据处理,数据治理,数据架构",北京,神州数码系统集成服务有限公司广州分公司,1000-9999人,13,TRUE,本科
928,前端开发,"Hadoop,Spark,AIRFLOW,Sqoop,METACAT",北京,方正证券,1000-9999人,15,TRUE,本科
929,Hadoop开发工程师,"Hive,Hadoop,Hbase",北京,中科三清科技有限公司,300-499人,12.5,TRUE,本科
930,DBA,"Tableau,数据库开发",北京,北京志翔科技股份有限公司,300-499人,13.5,TRUE,大专
931,Hadoop开发工程师,"ETL,数据仓库,Hadoop,Oracle,Hive",北京,远光软件股份有限公司北京分公司,1000-9999人,14,TRUE,本科
932,Hadoop开发工程师,"Hadoop,数据仓库,Hive",北京,北京博通睿创信息技术有限公司,20-99人,12.5,TRUE,本科
933,Hadoop开发工程师,"Hadoop,Hbase,Spark",北京,北京瑞友科技股份有限公司,1000-9999人,12.5,TRUE,本科
934,Hadoop开发工程师,"Hadoop,Flink,大数据开发,HUE",北京,寄云科技,100-299人,30,FALSE,本科
935,数据分析师,"数据中台,数据仓库,Scala,阿里,MAXCOMPUTE",北京,明月软件,500-999人,12.5,TRUE,本科
936,DBA,"ETL,Hadoop,数据库开发,Spark,Hive",北京,北京龙盾数据有限公司,20-99人,15,TRUE,本科
937,Hadoop开发工程师,"数据仓库,Hive,Spark,Kafka,机器学习",北京,学科网,500-999人,35,FALSE,本科
938,Hadoop开发工程师,"Hive,Hbase,Python,Hadoop,Spark",北京,北京星阑科技有限公司,20-99人,20.5,FALSE,本科
939,Hadoop开发工程师,"数据仓库,Python,Scala,Java",北京,学科网,500-999人,32.5,FALSE,本科
940,Hadoop开发工程师,"源码,数据中台,Spark,Flink",北京,SENSORO,100-299人,37.5,FALSE,本科
941,Hadoop开发工程师,"数据库,数据库开发,DB2,Hadoop",北京,中电科技(北京)有限公司,100-299人,17.5,FALSE,硕士
942,数据分析师,"数据仓库,数据分析,Hadoop,Spark,Hive",北京,成都妍丹信息科技有限公司,20-99人,37.5,FALSE,本科
943,其他职业,ETL,北京,黑龙江邮政易通信息网络有限公司,100-299人,12.5,TRUE,本科
944,Hadoop开发工程师,数据库开发,北京,北京中科建友科技股份有限公司,100-299人,12.5,TRUE,本科
945,Hadoop开发工程师,"PYSPARK,Python,Hadoop,Spark,HDFS",北京,先进数通,1000-9999人,14,TRUE,本科
946,Hadoop开发工程师,"ZooKeeper,大数据开发",北京,北京博宏慧点科技有限公司,20-99人,12,TRUE,大专
947,Hadoop开发工程师,"Java,Python,分布式计算,Scala",北京,八爪鱼互动(北京)科技有限公司,20-99人,30,FALSE,大专
948,数据分析师,"数据仓库,Hadoop,Hive,Spark,大数据开发",北京,北京中宇华兴科技有限公司,100-299人,12.5,TRUE,大专
949,Hadoop开发工程师,"数据采集,Spark,Hive,HDFS,大数据开发",北京,北京新聚思信息技术有限公司,500-999人,23.5,FALSE,本科
950,Hadoop开发工程师,"数据库,Linux,Redis,Flink",北京,恒信启华,100-299人,15,TRUE,大专
951,Hadoop开发工程师,,北京,先进数通,1000-9999人,12.5,TRUE,本科
952,Hadoop开发工程师,"Python,大数据开发",北京,上海中芯国际,1000-9999人,27.5,FALSE,本科
953,数据分析师,"ETL,Oracle,Hadoop,MongoDB,数据仓库",北京,北京龙盾数据有限公司,20-99人,25,FALSE,本科
954,其他职业,"数据仓库,Hadoop,数据建模,Python,Java",北京,江苏红网技术股份有限公司,500-999人,25,FALSE,本科
955,Hadoop开发工程师,Linux,北京,交控科技,100-299人,15,TRUE,本科
956,Hadoop开发工程师,"ETL,数据仓库,数据库开发,数据处理,DB2",北京,中电金信软件有限公司,10000人以上,10.5,TRUE,本科
957,Hadoop开发工程师,"Hive,数据库,数据库开发,数据处理,Linux",北京,宁博数字技术有限公司,100-299人,22.5,FALSE,本科
958,Hadoop开发工程师,"Spark,Hadoop,Hbase",北京,千锋互联科技,500-999人,12.5,TRUE,本科
959,Hadoop开发工程师,"Hadoop,云平台架构,微服务架构,分布式,大型分布式架构",北京,北京联海信息系统有限公司,100-299人,19,FALSE,硕士
960,Hadoop开发工程师,"数据处理,数据开发,数据仓库搭建,数据库架构,Hadoop",北京,新略数智(杭州)科技有限公司,20-99人,30,FALSE,本科
961,Hadoop开发工程师,"Hadoop,Hbase,架构设计,Redis,Kafka",北京,河南玥鲲信息科技有限公司,20-99人,17.5,FALSE,本科
962,其他职业,"数据采集,数据仓库,ETL,数据治理",北京,北京新聚思信息技术有限公司,500-999人,30,FALSE,本科
963,数据分析师,"模型设计,数据建模,数据集市",北京,中关村信息技术和实体经济融合发展联盟,20人以下,15,TRUE,本科
964,Hadoop开发工程师,"ETL,数据仓库,SQL,Hadoop,数据库",北京,广州华资软件技术有限公司,1000-9999人,12.5,TRUE,本科
965,Hadoop开发工程师,"大数据讲师,大数据开发,Spark,Hadoop框架/HDFS,IT教育培训",北京,千锋互联科技,500-999人,25,FALSE,大专
966,Hadoop开发工程师,"Kafka,Hadoop,SQL,ETL,Hbase",北京,北京中经惠众科技有限公司,100-299人,20,FALSE,本科
967,Hadoop开发工程师,"大数据开发,数据仓库,Impala,Hadoop,Spark",北京,四川长虹佳华信息产品有限责任公司,1000-9999人,30,FALSE,本科
968,Hadoop开发工程师,"Spark,BI,Flink,Hadoop",北京,上海中清龙图网络科技有限公司北京分公司,1000-9999人,37.5,FALSE,本科
969,Hadoop开发工程师,"Linux,Hadoop,SOLR,Hive,Oracle",北京,天云大数据,100-299人,13,TRUE,本科
970,数据分析师,"数据库开发,数据库",北京,北京干细胞与再生医学研究院,20-99人,15,TRUE,本科
971,Hadoop开发工程师,"Spark,Hadoop,Hive,Java,Kubernetes",北京,北京新聚思信息技术有限公司,500-999人,30,FALSE,本科
972,Hadoop开发工程师,"ETL,数据仓库,SQL,Hadoop,Python",北京,应急管理部信息研究院,100-299人,25,FALSE,本科
973,其他职业,"数据采集,数据仓库,Hadoop",北京,北京微淼财商科技有限公司,1000-9999人,26.5,FALSE,本科
974,Hadoop开发工程师,"Hadoop,Flink,Storm,Hbase,Spark",北京,北京理工新源信息科技有限公司,100-299人,26.5,FALSE,本科
975,Hadoop开发工程师,"数据仓库,MySQL,数据分析,Hadoop,Spark",北京,大连桔多多科技有限公司,1000-9999人,31,FALSE,本科
976,Hadoop开发工程师,"ETL,数据仓库,Hadoop,数据清洗",北京,大连桔多多科技有限公司,1000-9999人,33.5,FALSE,本科
977,Hadoop开发工程师,"Java,MySQL,Python",北京,紫光云数,1000-9999人,9,TRUE,本科
978,Hadoop开发工程师,Hadoop,北京,北京易博中天科技有限公司,20-99人,16.5,FALSE,本科
979,DBA,,北京,中芯标准科技,500-999人,22.5,FALSE,本科
980,Hadoop开发工程师,"Hadoop,Hive,Spark,机器学习,Java",北京,北京信赢荣智企业管理咨询有限公司,20人以下,40,FALSE,本科
981,Hadoop开发工程师,SQL,北京,中国科学院信息工程研究所,1000-9999人,14.5,TRUE,本科
982,Hadoop开发工程师,"Spark,Flink",北京,北京融七牛信息技术有限公司,1000-9999人,28.5,FALSE,本科
983,数据分析师,数据库开发,北京,北京得翼科技有限公司,20-99人,15,TRUE,本科
984,Hadoop开发工程师,"数据挖掘,大数据开发,数据处理,大数据分析",北京,考呀呀,100-299人,37.5,FALSE,本科
985,Hadoop开发工程师,"Hive,Hbase,Spark,架构设计,Flume",北京,智象信息,100-299人,24,FALSE,本科
986,Hadoop开发工程师,"Java,Hadoop",北京,同方股份有限公司,10000人以上,12.5,TRUE,本科
987,Hadoop开发工程师,"大数据开发,数据处理,数据分析,数据仓库",北京,点树(北京)科技有限公司,20-99人,25,FALSE,本科
988,Hadoop开发工程师,"Linux,网络安全,数据库开发",北京,中电积至(海南)信息技术有限公司北京分公司,20-99人,14.5,TRUE,本科
989,Hadoop开发工程师,"Linux,Python,Java,Hadoop,SQL",北京,北京六合新创科技有限公司,20-99人,13.5,TRUE,本科
990,Hadoop开发工程师,"SQL,大数据开发",北京,郑州一迅软件科技有限公司,20-99人,9,TRUE,大专
991,Hadoop开发工程师,"Hadoop,Spark,Oracle,MySQL",北京,中国互联网络信息中心,100-299人,15,TRUE,本科
992,Hadoop开发工程师,"大数据开发,数据仓库,ETL,Hadoop",北京,安正软件,100-299人,14,TRUE,本科
993,Hadoop开发工程师,"Hbase,Spark,Hive,Hadoop框架/HDFS,MapReduce",北京,千锋互联科技,500-999人,45,FALSE,大专
994,数据分析师,"数据仓库,数据分析,Hadoop,Spark,ETL",北京,成都妍丹信息科技有限公司,20-99人,35,FALSE,本科
995,Hadoop开发工程师,"大数据开发,Hive,Spark,数据分析",北京,上海安国保险经纪有限公司,100-299人,26.5,FALSE,本科
996,数据分析师,"Kafka,Hadoop,Spark,Hbase,数据架构",北京,春谷咨询(北京)有限公司,100-299人,60,FALSE,本科
997,Hadoop开发工程师,"Python,MySQL,Spark,ElasticSearch,Hadoop",北京,网智天元,100-299人,30,FALSE,本科
998,Hadoop开发工程师,"大数据开发,Scala,Java,Python",北京,北京医麦科技有限公司,20-99人,15,TRUE,本科
999,Hadoop开发工程师,"数据仓库,Hadoop,数据库",北京,中国科学院信息工程研究所,1000-9999人,14.5,TRUE,本科
1000,Hadoop开发工程师,"MySQL,Java",北京,北京易博中天科技有限公司,20-99人,15,TRUE,本科
1001,Hadoop开发工程师,"爬虫,ETL,Hadoop,ElasticSearch",北京,中国广视索福瑞媒介研究有限责任公司,500-999人,12.5,TRUE,本科
1002,前端开发,"Hbase,Hadoop,Flink,Hive,Flume",北京,去哪儿网（Qunar.com）,10000人以上,37.5,FALSE,本科
